line_id,movie_title,line,levenshtein_distance_from_script,memorable?
360628,harold and maude,Because if you are...,0,0
325019,glengarry glen ross,"You can't think on your feet, you oughta keep your mouth closed.",59,1
325065,glengarry glen ross,"I'm going to tell you, I was ready to Do the Dutch.",0,0
325068,glengarry glen ross,You've got a big mouth... now I'm gonna show you an even bigger one.,10,1
325044,glengarry glen ross,"You want to talk to me, you want to talk to someone else...because this is my job.",0,0
324690,glengarry glen ross,"Cop couldn't find his dick, two hands and a map.",42,1
324713,glengarry glen ross,"Hey, I don't want to hear your fucking war stories...",0,0
829068,true believer,"It's in the area of narcotics, Mr. Reynard, that the government tramples on the Fourth Amendment.",0,1
829044,true believer,"The cops tell the eyewitnesses, ""Don't doubt your ID, we got 'em dead on the gun.",0,0
828866,true believer,The last struggle for Constitutional rights is being waged over drugs.,3,1
828828,true believer,Aren't we saying cocaine is more potent than our Constitution?,0,0
829069,true believer,"Well, let's not drag the constitution into this.",8,1
829065,true believer,So what've you been up to since then?,0,0
829535,true believer,"You know, I haven't gotten stoned once since the trial started.",20,1
829544,true believer,"Repeat drunk drivers, and I'm gonna get 'em all off.",0,0
122077,blue velvet,I looked for you in my closet tonight.,62,1
122052,blue velvet,I've gotta go to sleep now.,0,0
122209,blue velvet,Why are there people like Frank?,45,1
122197,blue velvet,I got all this information illegally.,0,0
121987,blue velvet,Don't you fucking look at me!,11,1
121970,blue velvet,What did you hear on the phone .,0,0
122312,blue velvet,He put his disease in me.,49,1
122308,blue velvet,"Oh yes, oh yes, oh yes.",0,0
122021,blue velvet,Do you like the way I feel?,0,1
122027,blue velvet,You can kiss them if you want.,0,0
298074,friday the 13th part viii jason takes manhattan,Night time is the right time.,5,1
298080,friday the 13th part viii jason takes manhattan,"Come on, it's grad night.",0,0
298385,friday the 13th part viii jason takes manhattan,"Just use the combos, and keep the feet light...",7,1
298369,friday the 13th part viii jason takes manhattan,"We can't let those gang-bangers get away, man...",0,0
298233,friday the 13th part viii jason takes manhattan,Walking corpses are not real.,1,1
298235,friday the 13th part viii jason takes manhattan,I'm in charge here!,0,0
298045,friday the 13th part viii jason takes manhattan,Facing your fear doesn't always conquer it.,0,1
298036,friday the 13th part viii jason takes manhattan,"Your father was looking for you, Mr. Robertson.",0,0
298386,friday the 13th part viii jason takes manhattan,"Go ahead... take your best shot, motherfucker!",16,1
298349,friday the 13th part viii jason takes manhattan,"God damn, we're in New York!",0,0
37696,almost famous,Please don't give him any more acid.,0,1
37736,almost famous,"And not that anybody's using you, but -",0,0
37223,almost famous,Look at this: an entire generation of Cinderellas and there's no glass slipper.,15,1
37169,almost famous,And you skipped kindergarten because I taught it to you when you were four.,0,0
37172,almost famous,Adolescence is a marketing tool.,0,1
37167,almost famous,So you skipped fifth grade.,0,0
38050,almost famous,I never said I was a golden god... or did I?,20,1
38083,almost famous,What gives you the right to get this personal with me.,0,0
37855,almost famous,"When and where does this ""real world"" occur?",98,1
37904,almost famous,I'm a friend of Penny Lane's.,0,0
37667,almost famous,Your looks have become a problem!,1,1
37951,almost famous,What happened to you last night?,0,0
38053,almost famous,"He was never a person, he was a journalist!",4,1
37989,almost famous,And I'm still in love with you Leslie.,0,0
37754,almost famous,"Just think, any other city in the world and you'd still be a virgin.",29,1
38079,almost famous,Something about that girl brought out the best in a lot of... ... pretty average people.,0,0
37269,almost famous,Does anybody remember laughter?,21,1
38084,almost famous,Let's not reminisce.,0,0
37188,almost famous,"Listen to Tommy with a candle burning, and you'll see your entire future.",8,1
37164,almost famous,"And when he rebels in some strange and odd way, don't blame me.",0,0
37802,almost famous,Doris is the soul of this band!,61,1
37659,almost famous,You know what I do - I connect.,0,0
37746,almost famous,I'm never as good as when you're there.,18,1
37738,almost famous,I'm not famous.... but you could always use me.,0,0
606418,the planet of the apes,Who would like to buy some aspirin?,18,1
606410,the planet of the apes,I'll start by following the shoreline.,0,0
606373,the planet of the apes,"Doctor, would an ape make a human doll that TALKS?",15,1
606389,the planet of the apes,Then tell them Dr. Zaius won't leave here alive.,0,0
605865,the planet of the apes,"Well, at least they haven't tried to bite us.",0,1
606067,the planet of the apes,I can't hurt them... but I threaten them somehow.,0,0
82988,back to the future,"Jesus, George, it was a wonder I was even born.",23,1
82986,back to the future,Say what you were supposed to say in the cafeteria.,0,0
83009,back to the future,I'm gonna get that son of a bitch.,1,1
83098,back to the future,Eileen -- I didn't know you were that kinda girl!,0,0
676042,serenity,Half of writing history is hiding the truth.,64,1
676108,serenity,"Mal shoots him in the head, turns back.",0,0
675551,serenity,What're we expectin' to find here that equals the worth of a turd?,8,1
675659,serenity,"He never belonged here, and his sister's no saner than one of them Reavers.",0,0
675600,serenity,"Boy, it sure would be nice if we had some grenades, don't you think?",39,1
675780,serenity,"She goes woolly again, we're gonna have to put a bullet to her.",0,0
675737,serenity,Eta Kooram Nah Smech!,217,1
675752,serenity,May I see her?,0,0
676123,serenity,"Define ""disappeared"".",37,1
676087,serenity,And sin.,0,0
675912,serenity,"Dear Buddha, please bring me a pony and a plastic rocket...",13,1
675892,serenity,I didn't look through the... stuff... just sundries I expect.,0,0
675626,serenity,"I'm a hairsbreadth from riddlin' you with holes, Doctor!",6,1
675637,serenity,"Man has to cut loose, learn to stand on his own.",0,0
676131,serenity,"Well, something sure the hell ain't right.",6,1
676122,serenity,See how the inevitable mutiny is coming along.,0,0
676206,serenity,I am a leaf on the wind - watch how I soar.,2,1
676217,serenity,140 Long as that landing strip is made of fluffy pillows...,0,0
676208,serenity,The chicken's come home to roost.,106,1
676176,serenity,This report is maybe twelve years old.,0,0
676070,serenity,"I don't care what you believe in, just believe in it.",299,1
675841,serenity,It's for the men River might have killed in that bar.,0,0
675950,serenity,I've never credited the Alliance with an overabundance of brains and if you're the best they've got...,36,1
676084,serenity,And the 40 only reason you're talking such a lot is you can't get a fix on us.,0,0
152397,buried,"...that your ransom video already has 47,000 hits on YouTube.",128,1
152391,buried,We didn't even know she had been taken hostage.,0,0
328232,gods and monsters,"Take off your shirt, and I'll tell you all about it.",14,1
328243,gods and monsters,"I never swim myself, so the pool tends to go to waste.",0,0
328836,gods and monsters,He's never met a princess - only queens.,3,1
328833,gods and monsters,"My gardener, who insisted I bring him today.",0,0
328181,gods and monsters,One likes to live simply.,0,1
328179,gods and monsters,I expect you can't.,0,0
328748,gods and monsters,You must think the whole world is queer.,31,1
328742,gods and monsters,I don't like to talk about that.,0,0
370333,hellraiser,This isn't for your eyes!,1,1
370289,hellraiser,... we'll tear your soul apart ...,0,0
370032,hellraiser,"Come here, damn you, I want to touch you.",18,1
370083,hellraiser,"Maybe they were once, but they're not now.",0,0
370260,hellraiser,We'll tear your soul apart!,0,1
370244,hellraiser,It's time we were away.,0,0
370331,hellraiser,We had to hear it from your own lips.,6,1
370233,hellraiser,"If he takes another step, we open his throat.",0,0
665834,saw,Who said anything about a warrant?,0,1
665859,saw,Shut up and get down here!,0,0
760854,superman,Why is it I can't get it on with the good guys?,29,1
760453,superman,Why do millions of people have to die for this...Crime of the Century?,0,0
760738,superman,I wonder what they're wearing in Addis Ababa?,1,1
760747,superman,Did you ever try to run in high heels?,0,0
760841,superman,"Lex, my mother lives in Hackensack.",7,1
760846,superman,Will you save my mother first?,0,0
760445,superman,It's amazing that brain can generate enough power to keep those legs moving.,13,1
760781,superman,I just knew you couldn't resist the chance of sort of ... pitch in.,0,0
13331,above the law,"This maniac should be wearing a number, not a badge.",2,1
13236,above the law,Your English is getting good... You're showing it off.,0,0
26840,aladdin,"Oooooh, nice shot, Jafa-",5,1
26818,aladdin,Here's your cracker.,0,0
139647,braveheart,"My son's loyal wife returns, unkilled by the heathen.",26,1
139619,braveheart,"We must sue for a truce, and buy him off.",0,0
139831,braveheart,"Every man dies, not every man really lives.",2,1
139789,braveheart,I want a home and children and peace.,0,0
139538,braveheart,"Before we let you leave, your commander must cross that field, present himself before this army, put his head between his legs, and kiss his own arse.",38,1
139784,braveheart,"I will meet you, but only one way -- if Robert the Bruce is there, and puts his hand on my Bible, and swears his loyalty to Scotland.",0,0
139589,braveheart,"We all end up dead, it's just a question of how and why.",8,1
139644,braveheart,We married in secret because I would not share her with an English lord.,0,0
79979,babel,They look at us like we're monsters.,0,1
79977,babel,Tell him I couldn't read his lips.,0,0
891121,young frankenstein,My grandfather... was a very... SICK... man.,23,1
891148,young frankenstein,How long will this whole thing take?,0,0
322674,gladiator,He killed the man who set you free.,21,1
322798,gladiator,Have you -- how does one meet the Emperor?,0,0
323018,gladiator,Today I saw a slave become more powerful than the Emperor of Rome.,25,1
323006,gladiator,They are my children and all I want to do is love them.,0,0
322586,gladiator,"If only you had been born a man, what a Caesar you would have made.",34,1
322590,gladiator,"Well, pretend to be my loving daughter tonight and walk with me to my chamber.",0,0
292237,fracture,Even a broken clock is right twice a day.,9,1
291979,fracture,I guess I should call him as a rebuttal,0,0
291939,fracture,Is it safe to say that the person who inflicted this wound intended to kill?,33,1
291913,fracture,"And I think I've already found about six disqualifiers in Delaware, Ohio, and Florida.",0,0
748901,stir of echoes,"Don't be afraid of it, Daddy.",138,1
749628,stir of echoes,The infant looks at her older brother.,0,0
749013,stir of echoes,Why don't you just lick 'em when they walk by?,20,1
749253,stir of echoes,She thought she was gonna be a big movie star.,0,0
804369,three kings,"You know you're on the path to truth when you smell shit, isn't that what they say?",9,1
804368,three kings,"That's OK, I'm not looking for a proctologist or a urologist I'm looking for Sargeant Barlow.",0,0
804197,three kings,Didn't think I'd get to see anybody get shot in this war.,19,1
804250,three kings,And I'd gladly stand up; next to you and defend her still today.,0,0
804573,three kings,"Don't make me smoke your ass, Abdul!",1,1
804492,three kings,We are here for your protection and safety.,0,0
140169,brazil,What have you done with his body?,0,1
140167,brazil,"My husband's dead, isn't he?",0,0
326557,godfather,"You touch my sister again, I'll kill you.",31,1
326556,godfather,Make your kid a orphan before he's born.,0,0
326383,godfather,Maybe we shouldn't get Mike mixed up in this too directly...,49,1
326367,godfather,I was as good a son to him as you or Mike.,0,0
326072,godfather,Goddamn FBI don't respect nothin'.,4,1
326071,godfather,"Buddy, this is a private party.",0,0
326407,godfather,"Paulie, pull over, I gotta take a leak.",1,1
326394,godfather,He's already thinking of going to the mattresses.,0,0
326714,godfather,It's safer to teach you English!,1,1
326723,godfather,I'll be leaving in ten minutes.,0,0
367922,hellbound hellraiser ii,Now all we need... is skin.,5,1
367960,hellbound hellraiser ii,I think it's still here.,0,0
368093,hellbound hellraiser ii,"Nothing personal, babe!",1,1
368109,hellbound hellraiser ii,"Oh, poor Larry.",0,0
368141,hellbound hellraiser ii,I recommend... amputation!,4,1
367991,hellbound hellraiser ii,It's coming.,0,0
389557,house on haunted hill,"Sure is a funky old house, ain't it?",0,1
389559,house on haunted hill,"Oh, I think we're going to have several.",0,0
389813,house on haunted hill,Guess old Melissa found what she was looking for.,7,1
389586,house on haunted hill,"It's your sick little scene now, Steven: enjoy.",0,0
389883,house on haunted hill,There's been a murder almost everyplace in this house!,27,1
389926,house on haunted hill,I think I'll do what I damn well please.,0,0
390082,house on haunted hill,What good is a million dollars when you're dead?,25,1
390005,house on haunted hill,Now we know how the guest list was made up.,0,0
97719,the battle of shaker heights,He's a VH1 documentary without the music.,1,1
97717,the battle of shaker heights,My playpen used to be in her studio.,0,0
811306,the time machine,"When I speak of time, I'm speaking of the fourth dimension.",7,1
811317,the time machine,"We can move in the other three -- up, down, forward, backward, sideways.",0,0
184272,code of silence,"When I want your opinion, I'll beat it out of you.",6,1
184152,code of silence,"Pompas, you're getting to be a fucking pain in the ass.",0,0
633022,rambo: first blood part ii,"Like you said Colonel, he went home.",12,1
633020,rambo: first blood part ii,He's not to leave the base.,0,0
632711,rambo: first blood part ii,"Sir, do we get to win this time?",4,1
632746,rambo: first blood part ii,I believe the mind is the best weapon.,0,0
706181,snatch,Are you taking the piss?,0,1
706368,snatch,"Now I know you,came back.",0,0
706102,snatch,"I fail to recognize the correlation between losing ten grand, hospitalizing Gorgeous, and a good deal.",43,1
706103,snatch,How are we going to explain to Brick Top that his fight isn't going to .,0,0
706457,snatch,"Well, why didn't you just  ""bust a cap in his ass,"" Tommy?",78,1
706482,snatch,"That's what he said, she's a nice old girl his mum.",0,0
231960,do the right thing,Extra Cheese is two dollars.,13,1
231974,do the right thing,"Don't come back, either.",0,0
231966,do the right thing,"Hey, Sal, how come they ain't no brothas on the wall?",23,1
231970,do the right thing,"So since we spend much money here, we do have some say.",0,0
4655,8mm,"Oh, he's a lover, man... definitely loves what he does for a living.",30,1
4673,8mm,"Nobody appreciates that kind of integrity anymore... the grain, the gritty look you get.",0,0
12558,a walk to remember,All I know is... you're beautiful.,16,1
12581,a walk to remember,I haven't been nice to you.,0,0
533872,mission impossible,"Relax Luther, it's much worse than you think.",57,1
533870,mission impossible,"Luther, I guess you're all out of excuses.",0,0
534143,mission impossible,"Hey, I'm the flavor of the month.",2,1
534149,mission impossible,Why don't you come back with me?,0,0
533959,mission impossible,Try any sleight of hand with my money and I'll cut your throat.,3,1
533945,mission impossible,"I don't think you're in any position to give orders, do you?",0,0
447078,king kong,"So what are you, Mr. Driscoll, a lion, or a chimpanzee?",5,1
447000,king kong,It isn't every woman who would take such a risk.,0,0
447393,king kong,She doesn't want the chocolate...,3,1
447244,king kong,I'm writing it for you.,0,0
446962,king kong,Good things never last Mr. Denham.,1,1
446958,king kong,But she doesn't trust it.,0,0
446916,king kong,"God damn it, Preston, all you had to do was look her in the eye and lie!",8,1
446909,king kong,You got it ... and tell Maureen - she doesn't have six hours to put on her face.,0,0
447065,king kong,"What are you trying to do, put the whole ship to sleep?",27,1
447062,king kong,I hope you find it to your liking... it's quite comfortable.,0,0
647785,robin hood prince of thieves,Show them the courage of Allah!,1,1
647780,robin hood prince of thieves,Cut off the infidel's hand.,0,0
648077,robin hood prince of thieves,The hospitality in this country is as warm as the weather.,13,1
647883,robin hood prince of thieves,"If our positions were reversed, I would have done the same.",0,0
647786,robin hood prince of thieves,This is English courage.,5,1
647781,robin hood prince of thieves,I took the bread.,0,0
648162,robin hood prince of thieves,How did your uneducated kind ever take Jerusalem?,0,1
648349,robin hood prince of thieves,"You should not have left without me, Englishman.",0,0
29626,alien nation,Your mother mates out of season.,0,1
29624,alien nation,You don't want to know.,0,0
29848,alien nation,"If the drug is here, we must destroy it!",1,1
29845,alien nation,They had months in quarantine to develop the plan.,0,0
84935,bad boys,"Next time, learn to work the safety with your punk-ass.",49,1
84968,bad boys,Do I backseat drive when you're tailing a hitman?,0,0
621387,the proposal,Don't make me call your mother!,14,1
621374,the proposal,I need to go to the hospital.,0,0
14875,the abyss,"When you're hanging on by your fingernails, you can't go waving your arms around.",22,1
15062,the abyss,"She's not... her heart is strong, she wants to live... can't you see that?",0,0
14943,the abyss,"It went straight for the warhead, and they think it's cute.",2,1
14885,the abyss,I want 'round-the-clock manning of the sonar shack and the exterior cameras.,0,0
14603,the abyss,These guys are about as much fun as a tax audit.,2,1
14615,the abyss,Nobody knows the systems on this rig better than I do.,0,0
14516,the abyss,Keep your pantyhose on.,12,1
14517,the abyss,What's going on?,0,0
318802,ghost world,"Oh, we totally have to.",0,1
318792,ghost world,Who reads all this shit?,0,0
319225,ghost world,"Gimme all your money, bitch!",3,1
319199,ghost world,We have to go in here!,0,0
319884,ghost world,"Well, I have to admit that things are really starting to look up for me since my life turned to shit.",22,1
319343,ghost world,You should make sure you do the exact opposite of everything I do so you don't end up like me...,0,0
319538,ghost world,"God, I'm so sick of Seymour.",0,1
319681,ghost world,"It's a totally normal, average neighborhood!",0,0
319182,ghost world,"Well, as long as she's not a complete imbecile and she's even remotely attractive.",8,1
319316,ghost world,He's going to be amazed to see it - it's one of two known copies...,0,0
856721,walking tall,I'm not gonna let this stand.,0,1
856728,walking tall,"I appreciate that, I thought this was history.",0,0
856770,walking tall,"I guess that changes our relationship a bit, huh?",4,1
856704,walking tall,Chris I wanna make you head of security.,0,0
520053,meet joe black,"Don't blow smoke up my ass, it will ruin my autopsy.",5,1
520056,meet joe black,"I'm getting a little dizzy, I can feel my heart pumping --",0,0
519397,meet joe black,"Careful Bill, you'll give yourself a heart attack and ruin my vacation.",8,1
519487,meet joe black,But I know she's grateful for the care you're giving her.,0,0
519031,meet joe black,"When I introduce you, and I tell them who you are, I don't think anyone will stay for dinner.",12,1
520051,meet joe black,"Now that we have a moment, would you mind if I expressed my gratitude for what you did for Susan?",0,0
518839,meet joe black,I want you to sing with rapture and dance like a dervish.,29,1
518957,meet joe black,"'Not an ounce of excitement, not a whisper of a thrill --'",0,0
519776,meet joe black,You got enough nice pictures?,14,1
519774,meet joe black,But I not lonely here.,0,0
518935,meet joe black,"You never know, lightning could strike.",2,1
518931,meet joe black,Depends on the woman I marry.,0,0
519545,meet joe black,I don't think this is the lightning you're looking for.,112,1
519458,meet joe black,And now you're all grown up -- and I'm - uh - um --,0,0
519959,meet joe black,Thank you for loving me.,0,1
519983,meet joe black,"You're the poison, Drew.",0,0
520077,meet joe black,I wish... you could have known my father.,8,1
519879,meet joe black,We know all that we need to know --,0,0
637284,rebel without a cause,I've got the bullets!,23,1
637280,rebel without a cause,Don't be a fool!,0,0
636691,rebel without a cause,I don't want any trouble.,4,1
636703,rebel without a cause,You satisfied or you want more?,0,0
636471,rebel without a cause,You're tearing me apart!,0,1
636465,rebel without a cause,You buy me many things.,0,0
636639,rebel without a cause,What does he know about man alone?,1,1
636428,rebel without a cause,I guess I'm just no good?,0,0
836493,twin peaks: fire walk with me,"If I had a nickel for every cigarette your mom smoked, I'd be dead.",0,1
836390,twin peaks: fire walk with me,"Mom, Laura's here and I think I will have one of those huckleberry muffins.",0,0
835959,twin peaks: fire walk with me,"You know, Agent Desmond, I figure this whole office, furniture included, is worth $27,000.",9,1
835973,twin peaks: fire walk with me,There appears to be a contusion under the ring finger of her left hand.,0,0
836137,twin peaks: fire walk with me,"Goddamn, these people are confusing.",6,1
836135,twin peaks: fire walk with me,"Well, where are you going?",0,0
826758,tron,Bring in the logic probe!,1,1
826782,tron,"We'll get them, sir...",0,0
826534,tron,"That M.C.P., that's half our problem right there.",21,1
826539,tron,Sometimes I wish I was back in that garage...,0,0
826649,tron,"On the other side of the screen, it all looks so easy.",26,1
826797,tron,"I'm a -- well, I'm what you guys call a User.",0,0
826569,tron,"Oh, man, this isn't happening, it only thinks its happening.",8,1
826526,tron,"Once that's gone, ain't nothin' can stop him.",0,0
184484,cold mountain,"Daddy, come inside before you drown!",0,1
184493,cold mountain,Is there a letter for me?,0,0
184427,cold mountain,"Well, you have your war.",0,1
184439,cold mountain,I found you this book.,0,0
184646,cold mountain,"Ruby, this fence may be the first thing I ever did that might produce an actual result.",26,1
184456,cold mountain,But then I've tried counting the number of words which passed between Mr. Inman and me.,0,0
184696,cold mountain,My daddy - he'd walk forty miles for liquor but not forty inches for kindness.,18,1
184694,cold mountain,Stobrod called himself a musician -- my daddy -- he could play six tune on a fiddle.,0,0
184647,cold mountain,"So, you have never wrapped your legs around this Inman?",6,1
184691,cold mountain,We're careful we'll get through the winter now.,0,0
184909,cold mountain,I've had to put myself in the way of people's kindness.,0,1
184905,cold mountain,-- Sometimes I think I'm crazy when I'm just hungry -- Ada Monroe.,0,0
184399,cold mountain,I'm wetter than a fish.,0,1
184413,cold mountain,I can't get much wetter.,0,0
184580,cold mountain,I despise a floggin' rooster.,14,1
184578,cold mountain,There's half the day yet.,0,0
184581,cold mountain,Let's put him in a pot.,0,1
184576,cold mountain,Is that a yes or a no?,0,0
174849,the cider house rules,You don't find it depressing that Homer Wells is picking apples?,0,1
174589,the cider house rules,"And you won't be able to take care of them, either.",0,0
22555,agnes of god,As much as God loves you,1,1
22566,agnes of god,"No, it just makes you doubly",0,0
22554,agnes of god,As much as Mother Miriam loves me?,5,1
22496,agnes of god,That's because you keep reminding me.,0,0
573616,nurse betty,I'm asking for an example of one of these dumb fucks being a dumb fuck.,4,1
573650,nurse betty,"Stupid is trying to sell it to other people who are, by their very nature, untrustworthy.",0,0
574360,nurse betty,This stuff's nuttier than my shit after I've eaten an Almond Roca!,29,1
574365,nurse betty,"""It's beneath her..."" She's a mother fucking housewife... nothing's beneath her!",0,0
841186,unbreakable,I'm just going to shoot you once!,16,1
841199,unbreakable,That's the most I've ever lifted.,0,0
841056,unbreakable,They say this one has a surprise ending.,2,1
841412,unbreakable,A couple I'd thought had broken him...,0,0
841070,unbreakable,"This is an art gallery, my friend, and this is a piece of art.",11,1
841071,unbreakable,This is one of seventeen original drawings by Fritz Champion remaining in the world.,0,0
874520,the wild bunch,"Pike; ""I wouldn't have it any other way"", *either*!",14,1
874515,the wild bunch,And you -- and me --did we learn -- being wrong today?,0,0
874411,the wild bunch,"What I like, and what I need, are two different things.",3,1
874346,the wild bunch,Because I'm all you've got Because I know him.,0,0
383734,the horse whisperer,How are you doing out there in Marlboro country?,49,1
383730,the horse whisperer,Hey... She sounds like she's doing all right.,0,0
384066,the horse whisperer,Who's going to want me now?,0,1
384068,the horse whisperer,Who's ever going to want me?,0,0
600711,phone booth,I'm on my knees beggin' you not to kill me.,16,1
600705,phone booth,'I'm mad as hell and I'm not taking it anymore.,0,0
600184,phone booth,What are you gunna do about it up in your fucking high window with your goddamn binoculars?,42,1
600152,phone booth,"I just called ""Elaine's"" and talked to her to see who was in there last night.",0,0
396842,i am sam,"Sam, I can go at least another nine rounds, but you got to let me in.",32,1
396850,i am sam,"And from what I've heard, Lucy's making their life miserable - that's our girl.",0,0
396605,i am sam,All you need is love.,2,1
396822,i am sam,You wear too much perfume.,0,0
396720,i am sam,"Sam, you gotta be firm on this.",7,1
396703,i am sam,He doesn't want to play with me.,0,0
402422,the incredibles,"Snug, I'm calling in a solid you owe me.",0,1
402403,the incredibles,"You can be in charge that long, can't you?",0,0
401900,the incredibles,You're not affiliated with me!,56,1
401898,the incredibles,Skippy here made sure of that.,0,0
402653,the incredibles,Somebody needs to teach this hunk of metal... a few manners!,7,1
402609,the incredibles,"And I did it without your precious gifts, your oh-so-special powers.",0,0
402620,the incredibles,"Every time they run, we take a shot!",20,1
402589,the incredibles,"I know you're there, Little Miss Disappear.",0,0
402274,the incredibles,"My God, you've gotten fat.",21,1
402275,the incredibles,"Yes, things are going quite well.",0,0
402776,the incredibles,Does this mean we have to move again?,0,1
402759,the incredibles,...aced those guys that tried to kill us!,0,0
43783,american history x,People look at me and see my brother.,68,1
43784,american history x,Little Henry Hastings and his older brother Jerome.,0,0
44074,american history x,"Derek, what are you trying to prove?",14,1
44093,american history x,"Here we go again with this, Derek.",0,0
642176,repo man,"Look at 'em, ordinary fucking people, I hate 'em.",23,1
642169,repo man,Get in at three A.M. get up at four.,0,0
642214,repo man,The life of a repo man is always intense.,43,1
642235,repo man,Mister Peason is carrying a permit for a pistol.,0,0
642451,repo man,"You repo men, you're all out to fuckin' lunch.",31,1
642448,repo man,Well I don't know I mean that's pretty severe.,0,0
642562,repo man,Beautiful evening; you can almost see the stars...,4,1
642555,repo man,I think you're afraid to find out.,0,0
642081,repo man,Best god-damn car on the lot...,3,1
642654,repo man,He signed it over to me.,0,0
642632,repo man,You ever feel as if your mind had started to erode?,5,1
642631,repo man,Of course it was folk songs and protest songs back then.,0,0
642788,repo man,"Some weird fuckin' shit, eh, Bud?",33,1
642747,repo man,Look Ah this isn't really necessary.,0,0
205343,cube,You're telling me telethon boy is a genius?,7,1
205303,cube,"Fuck the traps, let's get to the bridge.",0,0
205317,cube,I'm not dying in a fucking rat maze!,2,1
205227,cube,We have to make it down to the bottom.,0,0
46563,american outlaws,"If you don't see it, then it's not real.",7,1
46515,american outlaws,I would never have imagined us in a place like this.,0,0
46237,american outlaws,My professional opinion is that you've managed to piss off the wrong bunch of farm boys this time.,3,1
46307,american outlaws,Rumor has it they gave the sharecroppers of Maddox so much money they were able to build a school.,0,0
46314,american outlaws,It's going to be a long spring.,0,1
46416,american outlaws,"Why, their intense hatred of you, of course.",0,0
329794,godzilla,"Better step on it, Mr. French!",7,1
329790,godzilla,The east side is always faster.,0,0
329422,godzilla,That's a lot of fish.,0,1
329424,godzilla,We have to shut them down...,0,0
329259,godzilla,"The radiation isn't an anomaly, it's the clue.",75,1
329457,godzilla,Especially ones that test for catastrophic hormones or clomiphene citrate.,0,0
329603,godzilla,I've always wanted to join the French Foreign Legion.,18,1
329592,godzilla,"You said you wanted my trust, then I need yours.",0,0
329772,godzilla,Anyone care to join me?,0,1
329783,godzilla,I could use a coffee.,0,0
186260,collateral damage,I'll show you collateral damage!,11,1
186301,collateral damage,"Morgan, the guy from 23, right?",0,0
53527,an education,I don't want to lose my virginity to a piece of fruit.,7,1
53531,an education,"And David..... if tomorrow night does happen, it will never happen again, so...",0,0
204353,crying game,I'm tired and emotional.,0,1
204343,crying game,Never said a truer word.,0,0
204359,crying game,Have you ever tried to pick up your teeth with broken fingers?,19,1
204431,crying game,He made it to the road and got hit by a Saracen.,0,0
203826,crying game,"Go back to your banana tree, nigger.",45,1
203844,crying game,You've got to loosen my hands.,0,0
204298,crying game,"See, I'm not a young thing anymore.",91,1
204305,crying game,"Don't want any of those looks, Col.",0,0
52324,an american werewolf in london,I'm going completely crazy.,0,1
52320,an american werewolf in london,I can't stand it.,0,0
52307,an american werewolf in london,Can I have a piece of toast?,0,1
52056,an american werewolf in london,Do you think it's a dog?,0,0
52358,an american werewolf in london,"Beware the moon, David.",0,1
52357,an american werewolf in london,Please don't cry.,0,0
52478,an american werewolf in london,"Benjamin, have you ever been severely beaten about the face and neck?",0,1
52459,an american werewolf in london,"Listen, if you get too anxious, call me at the hospital, okay?",0,0
52488,an american werewolf in london,"I didn't mean to call you a meat loaf, Jack!",16,1
52473,an american werewolf in london,"Fee fi fo fum, I smell the blood of an Englishman.",0,0
52572,an american werewolf in london,A naked American man stole my balloons.,1,1
52564,an american werewolf in london,I don't know who you are.,0,0
52071,an american werewolf in london,"You scared me, you shithead!",8,1
52061,an american werewolf in london,Here we are walking away.,0,0
52421,an american werewolf in london,I will not be threatened by a walking meat loaf!,0,1
52396,an american werewolf in london,"It's all right, I know I'm being insane.",0,0
52226,an american werewolf in london,"Shall I be forced to feed you, David?",0,1
52229,an american werewolf in london,"Let's try a little harder, shall we?",0,0
432352,jennifer's body,"These are like smart bombs, you point them in the right direction and shit gets real.",15,1
432500,jennifer's body,"Well, he said he always thought you and me would make a totally bangin' couple.",0,0
433095,jennifer's body,"And sometimes, you might just get lucky in your miserable life.",29,1
433081,jennifer's body,"In fact, they treated the whole incident like a bad dream.",0,0
432321,jennifer's body,Stop kidnapping my girlfriend!,0,1
432319,jennifer's body,I'm not jello!,0,0
380286,the hitchhiker's guide to the galaxy,"I checked The Guide for the best way to rescue a prisoner from Vogsphere, it said ""don't"".",49,1
380601,the hitchhiker's guide to the galaxy,You know -- I think sometimes you say things that mean something other than what you're actually saying.,0,0
380510,the hitchhiker's guide to the galaxy,"It won't affect me, I'm already a woman.",5,1
379911,the hitchhiker's guide to the galaxy,We have a couple of hitchhikers in our receiving bay.,0,0
380445,the hitchhiker's guide to the galaxy,"I've calculated your chance of survival, but I don't think you'll like it.",27,1
380448,the hitchhiker's guide to the galaxy,"Funny how just when you think life can't possibly get any worse, it suddenly does.",0,0
379907,the hitchhiker's guide to the galaxy,"If there's anything around here more important than my ego, I want it caught and shot now!",26,1
379919,the hitchhiker's guide to the galaxy,We've got the police of half the Galaxy after us and we stop to pick up hitchhikers?!,0,0
380033,the hitchhiker's guide to the galaxy,I should have said it resembles tea.,10,1
379931,the hitchhiker's guide to the galaxy,"No, no, Marvin, it's fine really.",0,0
99258,bean,"Hey, what's wrong with Meat Loaf's butt?",177,1
99267,bean,It's not working any longer -you and me.,0,0
398494,i walked with a zombie,I walked with a zombie... sounds strange to say.,240,1
398836,i walked with a zombie,That's past -- that's over and done with...,0,0
